DivisionNm,HoverTPPDetailedBr,HoverTPPDetailedstring
SOUTHPORT,"<br>============================================================<br>          DIVISION INFORMATION<br>------------------------------------------------------------<br>Division Name: SOUTHPORT<br>Winner: Liberal National Party of Queensland (Rob, MOLHOEK)<br>Number of Candidates: 7<br>Number of Formal Votes: 29,208<br>Number of Informal Votes: 1,269 (4.34%)<br>============================================================<br>          PRIMARY VOTES<br>------------------------------------------------------------<br>GRN:     8.67%     2,532<br>ONP:     5.58%     1,631<br>IND:     2.29%     669<br>LNP:     43.6%     12,734<br>ALP:     33.04%     9,650<br>CLMP:     0.91%     267<br>UAP:     1.56%     456<br>============================================================<br>     THREE PARTY PREFERED VOTES<br>------------------------------------------------------------<br>GRN:     12.08%     3,375<br>LNP:     50.8%     14,192<br>ALP:     37.12%     10,372<br>============================================================<br>          PREFERENCE FLOWS<br>============================================================<br>PREFERENCE FLOW FROM DISTRIBUTING: 3375 GRN<br>(There was a margin of 3,498 (11.98%) votes between GRN and ALP)<br>------------------------------------------------------------<br>GRN -> LNP:     38.22%     1,290<br>GRN -> ALP:     61.78%     2,085<br>------------------------------------------------------------<br>LNP:     55.41%     15,482<br>ALP:     44.59%     12,457<br>The winner is LNP with a margin of 1,512 (5.18%) votes over ALP<br>","
============================================================
          DIVISION INFORMATION
------------------------------------------------------------
Division Name: SOUTHPORT
Winner: Liberal National Party of Queensland (Rob, MOLHOEK)
Number of Candidates: 7
Number of Formal Votes: 29,208
Number of Informal Votes: 1,269 (4.34%)
============================================================
          PRIMARY VOTES
------------------------------------------------------------
GRN:     8.67%     2,532
ONP:     5.58%     1,631
IND:     2.29%     669
LNP:     43.6%     12,734
ALP:     33.04%     9,650
CLMP:     0.91%     267
UAP:     1.56%     456
============================================================
     THREE PARTY PREFERED VOTES
------------------------------------------------------------
GRN:     12.08%     3,375
LNP:     50.8%     14,192
ALP:     37.12%     10,372
============================================================
          PREFERENCE FLOWS
============================================================
PREFERENCE FLOW FROM DISTRIBUTING: 3375 GRN
(There was a margin of 3,498 (11.98%) votes between GRN and ALP)
------------------------------------------------------------
GRN -> LNP:     38.22%     1,290
GRN -> ALP:     61.78%     2,085
------------------------------------------------------------
LNP:     55.41%     15,482
ALP:     44.59%     12,457
The winner is LNP with a margin of 1,512 (5.18%) votes over ALP
"
SPRINGWOOD,"<br>============================================================<br>          DIVISION INFORMATION<br>------------------------------------------------------------<br>Division Name: SPRINGWOOD<br>Winner: Australian Labor Party (State of Queensland) (Mick, DE BRENNI)<br>Number of Candidates: 7<br>Number of Formal Votes: 31,965<br>Number of Informal Votes: 1,083 (3.39%)<br>============================================================<br>          PRIMARY VOTES<br>------------------------------------------------------------<br>ALP:     47.13%     15,066<br>GRN:     7.29%     2,331<br>AJP:     2.15%     686<br>LNP:     33.31%     10,646<br>ONP:     5.19%     1,658<br>UAP:     0.73%     234<br>CLMP:     0.82%     261<br>============================================================<br>     THREE PARTY PREFERED VOTES<br>------------------------------------------------------------<br>ALP:     50.84%     15,700<br>GRN:     10.08%     3,113<br>LNP:     39.08%     12,069<br>============================================================<br>          PREFERENCE FLOWS<br>============================================================<br>PREFERENCE FLOW FROM DISTRIBUTING: 3113 GRN<br>(There was a margin of 4,478 (14.01%) votes between GRN and LNP)<br>------------------------------------------------------------<br>GRN -> ALP:     74.04%     2,305<br>GRN -> LNP:     25.96%     808<br>------------------------------------------------------------<br>ALP:     58.3%     18,005<br>LNP:     41.7%     12,877<br>The winner is ALP with a margin of 2,564 (8.02%) votes over LNP<br>","
============================================================
          DIVISION INFORMATION
------------------------------------------------------------
Division Name: SPRINGWOOD
Winner: Australian Labor Party (State of Queensland) (Mick, DE BRENNI)
Number of Candidates: 7
Number of Formal Votes: 31,965
Number of Informal Votes: 1,083 (3.39%)
============================================================
          PRIMARY VOTES
------------------------------------------------------------
ALP:     47.13%     15,066
GRN:     7.29%     2,331
AJP:     2.15%     686
LNP:     33.31%     10,646
ONP:     5.19%     1,658
UAP:     0.73%     234
CLMP:     0.82%     261
============================================================
     THREE PARTY PREFERED VOTES
------------------------------------------------------------
ALP:     50.84%     15,700
GRN:     10.08%     3,113
LNP:     39.08%     12,069
============================================================
          PREFERENCE FLOWS
============================================================
PREFERENCE FLOW FROM DISTRIBUTING: 3113 GRN
(There was a margin of 4,478 (14.01%) votes between GRN and LNP)
------------------------------------------------------------
GRN -> ALP:     74.04%     2,305
GRN -> LNP:     25.96%     808
------------------------------------------------------------
ALP:     58.3%     18,005
LNP:     41.7%     12,877
The winner is ALP with a margin of 2,564 (8.02%) votes over LNP
"
STAFFORD,"<br>============================================================<br>          DIVISION INFORMATION<br>------------------------------------------------------------<br>Division Name: STAFFORD<br>Winner: Australian Labor Party (State of Queensland) (Jimmy, SULLIVAN)<br>Number of Candidates: 6<br>Number of Formal Votes: 34,781<br>Number of Informal Votes: 827 (2.38%)<br>============================================================<br>          PRIMARY VOTES<br>------------------------------------------------------------<br>CLMP:     1.85%     644<br>GRN:     16.04%     5,578<br>LNP:     31.16%     10,837<br>ONP:     2.89%     1,006<br>IND:     1.2%     417<br>ALP:     44.48%     15,472<br>============================================================<br>     THREE PARTY PREFERED VOTES<br>------------------------------------------------------------<br>GRN:     18.33%     6,225<br>LNP:     34.47%     11,704<br>ALP:     47.2%     16,025<br>============================================================<br>          PREFERENCE FLOWS<br>============================================================<br>PREFERENCE FLOW FROM DISTRIBUTING: 6225 GRN<br>(There was a margin of 2,739 (7.88%) votes between GRN and LNP)<br>------------------------------------------------------------<br>GRN -> LNP:     19.89%     1,238<br>GRN -> ALP:     80.11%     4,987<br>------------------------------------------------------------<br>LNP:     38.12%     12,942<br>ALP:     61.88%     21,012<br>The winner is ALP with a margin of 4,035 (11.6%) votes over LNP<br>","
============================================================
          DIVISION INFORMATION
------------------------------------------------------------
Division Name: STAFFORD
Winner: Australian Labor Party (State of Queensland) (Jimmy, SULLIVAN)
Number of Candidates: 6
Number of Formal Votes: 34,781
Number of Informal Votes: 827 (2.38%)
============================================================
          PRIMARY VOTES
------------------------------------------------------------
CLMP:     1.85%     644
GRN:     16.04%     5,578
LNP:     31.16%     10,837
ONP:     2.89%     1,006
IND:     1.2%     417
ALP:     44.48%     15,472
============================================================
     THREE PARTY PREFERED VOTES
------------------------------------------------------------
GRN:     18.33%     6,225
LNP:     34.47%     11,704
ALP:     47.2%     16,025
============================================================
          PREFERENCE FLOWS
============================================================
PREFERENCE FLOW FROM DISTRIBUTING: 6225 GRN
(There was a margin of 2,739 (7.88%) votes between GRN and LNP)
------------------------------------------------------------
GRN -> LNP:     19.89%     1,238
GRN -> ALP:     80.11%     4,987
------------------------------------------------------------
LNP:     38.12%     12,942
ALP:     61.88%     21,012
The winner is ALP with a margin of 4,035 (11.6%) votes over LNP
"
STRETTON,"<br>============================================================<br>          DIVISION INFORMATION<br>------------------------------------------------------------<br>Division Name: STRETTON<br>Winner: Australian Labor Party (State of Queensland) (Duncan, PEGG)<br>Number of Candidates: 4<br>Number of Formal Votes: 29,510<br>Number of Informal Votes: 1,010 (3.42%)<br>============================================================<br>          PRIMARY VOTES<br>------------------------------------------------------------<br>ONP:     4.34%     1,280<br>LNP:     29.17%     8,609<br>ALP:     54.65%     16,128<br>GRN:     8.41%     2,483<br>============================================================<br>     THREE PARTY PREFERED VOTES<br>------------------------------------------------------------<br>LNP:     32.86%     9,365<br>ALP:     57.65%     16,431<br>GRN:     9.49%     2,704<br>============================================================<br>          PREFERENCE FLOWS<br>============================================================<br>PREFERENCE FLOW FROM DISTRIBUTING: 2704 GRN<br>(There was a margin of 3,330 (11.29%) votes between GRN and LNP)<br>------------------------------------------------------------<br>GRN -> LNP:     24.48%     662<br>GRN -> ALP:     75.52%     2,042<br>------------------------------------------------------------<br>LNP:     35.18%     10,027<br>ALP:     64.82%     18,473<br>The winner is ALP with a margin of 4,223 (14.31%) votes over LNP<br>","
============================================================
          DIVISION INFORMATION
------------------------------------------------------------
Division Name: STRETTON
Winner: Australian Labor Party (State of Queensland) (Duncan, PEGG)
Number of Candidates: 4
Number of Formal Votes: 29,510
Number of Informal Votes: 1,010 (3.42%)
============================================================
          PRIMARY VOTES
------------------------------------------------------------
ONP:     4.34%     1,280
LNP:     29.17%     8,609
ALP:     54.65%     16,128
GRN:     8.41%     2,483
============================================================
     THREE PARTY PREFERED VOTES
------------------------------------------------------------
LNP:     32.86%     9,365
ALP:     57.65%     16,431
GRN:     9.49%     2,704
============================================================
          PREFERENCE FLOWS
============================================================
PREFERENCE FLOW FROM DISTRIBUTING: 2704 GRN
(There was a margin of 3,330 (11.29%) votes between GRN and LNP)
------------------------------------------------------------
GRN -> LNP:     24.48%     662
GRN -> ALP:     75.52%     2,042
------------------------------------------------------------
LNP:     35.18%     10,027
ALP:     64.82%     18,473
The winner is ALP with a margin of 4,223 (14.31%) votes over LNP
"
SURFERS PARADISE,"<br>============================================================<br>          DIVISION INFORMATION<br>------------------------------------------------------------<br>Division Name: SURFERS PARADISE<br>Winner: Liberal National Party of Queensland (John-Paul, LANGBROEK)<br>Number of Candidates: 5<br>Number of Formal Votes: 29,559<br>Number of Informal Votes: 1,031 (3.49%)<br>============================================================<br>          PRIMARY VOTES<br>------------------------------------------------------------<br>ONP:     6.04%     1,785<br>UAP:     2.31%     684<br>ALP:     24.58%     7,265<br>LNP:     55.72%     16,470<br>GRN:     7.86%     2,324<br>============================================================<br>     THREE PARTY PREFERED VOTES<br>------------------------------------------------------------<br>ALP:     27.91%     7,963<br>LNP:     62.45%     17,817<br>GRN:     9.63%     2,748<br>============================================================<br>          PREFERENCE FLOWS<br>============================================================<br>PREFERENCE FLOW FROM DISTRIBUTING: 2748 GRN<br>(There was a margin of 2,607 (8.82%) votes between GRN and ALP)<br>------------------------------------------------------------<br>GRN -> ALP:     60.95%     1,675<br>GRN -> LNP:     39.05%     1,073<br>------------------------------------------------------------<br>ALP:     33.78%     9,638<br>LNP:     66.22%     18,890<br>The winner is LNP with a margin of 4,626 (15.65%) votes over ALP<br>","
============================================================
          DIVISION INFORMATION
------------------------------------------------------------
Division Name: SURFERS PARADISE
Winner: Liberal National Party of Queensland (John-Paul, LANGBROEK)
Number of Candidates: 5
Number of Formal Votes: 29,559
Number of Informal Votes: 1,031 (3.49%)
============================================================
          PRIMARY VOTES
------------------------------------------------------------
ONP:     6.04%     1,785
UAP:     2.31%     684
ALP:     24.58%     7,265
LNP:     55.72%     16,470
GRN:     7.86%     2,324
============================================================
     THREE PARTY PREFERED VOTES
------------------------------------------------------------
ALP:     27.91%     7,963
LNP:     62.45%     17,817
GRN:     9.63%     2,748
============================================================
          PREFERENCE FLOWS
============================================================
PREFERENCE FLOW FROM DISTRIBUTING: 2748 GRN
(There was a margin of 2,607 (8.82%) votes between GRN and ALP)
------------------------------------------------------------
GRN -> ALP:     60.95%     1,675
GRN -> LNP:     39.05%     1,073
------------------------------------------------------------
ALP:     33.78%     9,638
LNP:     66.22%     18,890
The winner is LNP with a margin of 4,626 (15.65%) votes over ALP
"
THEODORE,"<br>============================================================<br>          DIVISION INFORMATION<br>------------------------------------------------------------<br>Division Name: THEODORE<br>Winner: Liberal National Party of Queensland (Mark, BOOTHMAN)<br>Number of Candidates: 6<br>Number of Formal Votes: 31,487<br>Number of Informal Votes: 1,360 (4.32%)<br>============================================================<br>          PRIMARY VOTES<br>------------------------------------------------------------<br>ALP:     36.57%     11,516<br>LNP:     42.3%     13,320<br>GRN:     6.62%     2,083<br>ONP:     6.83%     2,152<br>UAP:     1.39%     438<br>IND:     1.96%     618<br>============================================================<br>     THREE PARTY PREFERED VOTES<br>------------------------------------------------------------<br>ALP:     38.87%     11,710<br>LNP:     45.04%     13,569<br>GRN:     7.52%     2,266<br>ONP:     8.57%     2,582<br>============================================================<br>          PREFERENCE FLOWS<br>============================================================<br>PREFERENCE FLOW FROM DISTRIBUTING: 2266 GRN<br>(There was a margin of 158 (0.5%) votes between GRN and ONP)<br>------------------------------------------------------------<br>GRN -> ALP:     61.92%     1,403<br>GRN -> LNP:     22.59%     512<br>GRN -> ONP:     15.49%     351<br>ALP:     43.53%     13,113<br>LNP:     46.74%     14,081<br>ONP:     9.74%     2,933<br>============================================================<br>PREFERENCE FLOW FROM DISTRIBUTING: 2933 ONP<br>(There was a margin of 5,090 (16.17%) votes between ONP and ALP)<br>------------------------------------------------------------<br>ONP -> ALP:     32.32%     948<br>ONP -> LNP:     67.68%     1,985<br>------------------------------------------------------------<br>ALP:     46.67%     14,061<br>LNP:     53.33%     16,066<br>The winner is LNP with a margin of 1,002 (3.18%) votes over ALP<br>","
============================================================
          DIVISION INFORMATION
------------------------------------------------------------
Division Name: THEODORE
Winner: Liberal National Party of Queensland (Mark, BOOTHMAN)
Number of Candidates: 6
Number of Formal Votes: 31,487
Number of Informal Votes: 1,360 (4.32%)
============================================================
          PRIMARY VOTES
------------------------------------------------------------
ALP:     36.57%     11,516
LNP:     42.3%     13,320
GRN:     6.62%     2,083
ONP:     6.83%     2,152
UAP:     1.39%     438
IND:     1.96%     618
============================================================
     THREE PARTY PREFERED VOTES
------------------------------------------------------------
ALP:     38.87%     11,710
LNP:     45.04%     13,569
GRN:     7.52%     2,266
ONP:     8.57%     2,582
============================================================
          PREFERENCE FLOWS
============================================================
PREFERENCE FLOW FROM DISTRIBUTING: 2266 GRN
(There was a margin of 158 (0.5%) votes between GRN and ONP)
------------------------------------------------------------
GRN -> ALP:     61.92%     1,403
GRN -> LNP:     22.59%     512
GRN -> ONP:     15.49%     351
ALP:     43.53%     13,113
LNP:     46.74%     14,081
ONP:     9.74%     2,933
============================================================
PREFERENCE FLOW FROM DISTRIBUTING: 2933 ONP
(There was a margin of 5,090 (16.17%) votes between ONP and ALP)
------------------------------------------------------------
ONP -> ALP:     32.32%     948
ONP -> LNP:     67.68%     1,985
------------------------------------------------------------
ALP:     46.67%     14,061
LNP:     53.33%     16,066
The winner is LNP with a margin of 1,002 (3.18%) votes over ALP
"
THURINGOWA,"<br>============================================================<br>          DIVISION INFORMATION<br>------------------------------------------------------------<br>Division Name: THURINGOWA<br>Winner: Australian Labor Party (State of Queensland) (Aaron, HARPER)<br>Number of Candidates: 6<br>Number of Formal Votes: 30,836<br>Number of Informal Votes: 1,182 (3.83%)<br>============================================================<br>          PRIMARY VOTES<br>------------------------------------------------------------<br>ONP:     9.43%     2,907<br>GRN:     4.79%     1,476<br>KAP:     15.5%     4,780<br>UAP:     1.77%     547<br>ALP:     35.42%     10,922<br>LNP:     29.26%     9,022<br>============================================================<br>     THREE PARTY PREFERED VOTES<br>------------------------------------------------------------<br>ONP:     10.41%     3,087<br>GRN:     5.12%     1,519<br>KAP:     16.59%     4,919<br>ALP:     37.18%     11,025<br>LNP:     30.7%     9,104<br>============================================================<br>          PREFERENCE FLOWS<br>============================================================<br>PREFERENCE FLOW FROM DISTRIBUTING: 1519 GRN<br>(There was a margin of 784 (2.54%) votes between GRN and ONP)<br>------------------------------------------------------------<br>GRN -> ONP:     13.5%     205<br>GRN -> KAP:     16.98%     258<br>GRN -> ALP:     56.02%     851<br>GRN -> LNP:     13.5%     205<br>ONP:     11.1%     3,292<br>KAP:     17.46%     5,177<br>ALP:     40.05%     11,876<br>LNP:     31.39%     9,309<br>============================================================<br>PREFERENCE FLOW FROM DISTRIBUTING: 3292 ONP<br>(There was a margin of 942 (3.06%) votes between ONP and KAP)<br>------------------------------------------------------------<br>ONP -> KAP:     65.22%     2,147<br>ONP -> ALP:     14.85%     489<br>ONP -> LNP:     19.93%     656<br>KAP:     24.7%     7,324<br>ALP:     41.7%     12,365<br>LNP:     33.6%     9,965<br>============================================================<br>PREFERENCE FLOW FROM DISTRIBUTING: 7324 KAP<br>(There was a margin of 1,320 (4.28%) votes between KAP and LNP)<br>------------------------------------------------------------<br>KAP -> ALP:     46.76%     3,425<br>KAP -> LNP:     53.24%     3,899<br>------------------------------------------------------------<br>ALP:     53.25%     15,790<br>LNP:     46.75%     13,864<br>The winner is ALP with a margin of 963 (3.12%) votes over LNP<br>","
============================================================
          DIVISION INFORMATION
------------------------------------------------------------
Division Name: THURINGOWA
Winner: Australian Labor Party (State of Queensland) (Aaron, HARPER)
Number of Candidates: 6
Number of Formal Votes: 30,836
Number of Informal Votes: 1,182 (3.83%)
============================================================
          PRIMARY VOTES
------------------------------------------------------------
ONP:     9.43%     2,907
GRN:     4.79%     1,476
KAP:     15.5%     4,780
UAP:     1.77%     547
ALP:     35.42%     10,922
LNP:     29.26%     9,022
============================================================
     THREE PARTY PREFERED VOTES
------------------------------------------------------------
ONP:     10.41%     3,087
GRN:     5.12%     1,519
KAP:     16.59%     4,919
ALP:     37.18%     11,025
LNP:     30.7%     9,104
============================================================
          PREFERENCE FLOWS
============================================================
PREFERENCE FLOW FROM DISTRIBUTING: 1519 GRN
(There was a margin of 784 (2.54%) votes between GRN and ONP)
------------------------------------------------------------
GRN -> ONP:     13.5%     205
GRN -> KAP:     16.98%     258
GRN -> ALP:     56.02%     851
GRN -> LNP:     13.5%     205
ONP:     11.1%     3,292
KAP:     17.46%     5,177
ALP:     40.05%     11,876
LNP:     31.39%     9,309
============================================================
PREFERENCE FLOW FROM DISTRIBUTING: 3292 ONP
(There was a margin of 942 (3.06%) votes between ONP and KAP)
------------------------------------------------------------
ONP -> KAP:     65.22%     2,147
ONP -> ALP:     14.85%     489
ONP -> LNP:     19.93%     656
KAP:     24.7%     7,324
ALP:     41.7%     12,365
LNP:     33.6%     9,965
============================================================
PREFERENCE FLOW FROM DISTRIBUTING: 7324 KAP
(There was a margin of 1,320 (4.28%) votes between KAP and LNP)
------------------------------------------------------------
KAP -> ALP:     46.76%     3,425
KAP -> LNP:     53.24%     3,899
------------------------------------------------------------
ALP:     53.25%     15,790
LNP:     46.75%     13,864
The winner is ALP with a margin of 963 (3.12%) votes over LNP
"
TOOHEY,"<br>============================================================<br>          DIVISION INFORMATION<br>------------------------------------------------------------<br>Division Name: TOOHEY<br>Winner: Australian Labor Party (State of Queensland) (Peter, RUSSO)<br>Number of Candidates: 5<br>Number of Formal Votes: 29,934<br>Number of Informal Votes: 990 (3.31%)<br>============================================================<br>          PRIMARY VOTES<br>------------------------------------------------------------<br>LNP:     29.08%     8,706<br>ONP:     3.14%     939<br>GRN:     12.15%     3,636<br>LCQP:     3.58%     1,072<br>ALP:     48.74%     14,591<br>============================================================<br>     THREE PARTY PREFERED VOTES<br>------------------------------------------------------------<br>LNP:     32.74%     9,477<br>GRN:     14.84%     4,294<br>ALP:     52.42%     15,173<br>============================================================<br>          PREFERENCE FLOWS<br>============================================================<br>PREFERENCE FLOW FROM DISTRIBUTING: 4294 GRN<br>(There was a margin of 2,591 (8.66%) votes between GRN and LNP)<br>------------------------------------------------------------<br>GRN -> LNP:     18.47%     793<br>GRN -> ALP:     81.53%     3,501<br>------------------------------------------------------------<br>LNP:     35.48%     10,270<br>ALP:     64.52%     18,674<br>The winner is ALP with a margin of 4,202 (14.04%) votes over LNP<br>","
============================================================
          DIVISION INFORMATION
------------------------------------------------------------
Division Name: TOOHEY
Winner: Australian Labor Party (State of Queensland) (Peter, RUSSO)
Number of Candidates: 5
Number of Formal Votes: 29,934
Number of Informal Votes: 990 (3.31%)
============================================================
          PRIMARY VOTES
------------------------------------------------------------
LNP:     29.08%     8,706
ONP:     3.14%     939
GRN:     12.15%     3,636
LCQP:     3.58%     1,072
ALP:     48.74%     14,591
============================================================
     THREE PARTY PREFERED VOTES
------------------------------------------------------------
LNP:     32.74%     9,477
GRN:     14.84%     4,294
ALP:     52.42%     15,173
============================================================
          PREFERENCE FLOWS
============================================================
PREFERENCE FLOW FROM DISTRIBUTING: 4294 GRN
(There was a margin of 2,591 (8.66%) votes between GRN and LNP)
------------------------------------------------------------
GRN -> LNP:     18.47%     793
GRN -> ALP:     81.53%     3,501
------------------------------------------------------------
LNP:     35.48%     10,270
ALP:     64.52%     18,674
The winner is ALP with a margin of 4,202 (14.04%) votes over LNP
"
TOOWOOMBA NORTH,"<br>============================================================<br>          DIVISION INFORMATION<br>------------------------------------------------------------<br>Division Name: TOOWOOMBA NORTH<br>Winner: Liberal National Party of Queensland (Trevor, WATTS)<br>Number of Candidates: 5<br>Number of Formal Votes: 33,055<br>Number of Informal Votes: 819 (2.48%)<br>============================================================<br>          PRIMARY VOTES<br>------------------------------------------------------------<br>ONP:     7.2%     2,380<br>LNP:     48.75%     16,115<br>UAP:     1.1%     364<br>GRN:     6.29%     2,080<br>ALP:     34.18%     11,297<br>============================================================<br>     THREE PARTY PREFERED VOTES<br>------------------------------------------------------------<br>ONP:     7.86%     2,535<br>LNP:     50.32%     16,220<br>GRN:     6.64%     2,141<br>ALP:     35.18%     11,340<br>============================================================<br>          PREFERENCE FLOWS<br>============================================================<br>PREFERENCE FLOW FROM DISTRIBUTING: 2141 GRN<br>(There was a margin of 197 (0.6%) votes between GRN and ONP)<br>------------------------------------------------------------<br>GRN -> ONP:     10.09%     216<br>GRN -> LNP:     15.41%     330<br>GRN -> ALP:     74.5%     1,595<br>ONP:     8.53%     2,751<br>LNP:     51.34%     16,550<br>ALP:     40.13%     12,935<br>============================================================<br>PREFERENCE FLOW FROM DISTRIBUTING: 2751 ONP<br>(There was a margin of 5,092 (15.4%) votes between ONP and ALP)<br>------------------------------------------------------------<br>ONP -> LNP:     70.12%     1,929<br>ONP -> ALP:     29.88%     822<br>------------------------------------------------------------<br>LNP:     57.32%     18,479<br>ALP:     42.68%     13,757<br>The winner is LNP with a margin of 2,361 (7.14%) votes over ALP<br>","
============================================================
          DIVISION INFORMATION
------------------------------------------------------------
Division Name: TOOWOOMBA NORTH
Winner: Liberal National Party of Queensland (Trevor, WATTS)
Number of Candidates: 5
Number of Formal Votes: 33,055
Number of Informal Votes: 819 (2.48%)
============================================================
          PRIMARY VOTES
------------------------------------------------------------
ONP:     7.2%     2,380
LNP:     48.75%     16,115
UAP:     1.1%     364
GRN:     6.29%     2,080
ALP:     34.18%     11,297
============================================================
     THREE PARTY PREFERED VOTES
------------------------------------------------------------
ONP:     7.86%     2,535
LNP:     50.32%     16,220
GRN:     6.64%     2,141
ALP:     35.18%     11,340
============================================================
          PREFERENCE FLOWS
============================================================
PREFERENCE FLOW FROM DISTRIBUTING: 2141 GRN
(There was a margin of 197 (0.6%) votes between GRN and ONP)
------------------------------------------------------------
GRN -> ONP:     10.09%     216
GRN -> LNP:     15.41%     330
GRN -> ALP:     74.5%     1,595
ONP:     8.53%     2,751
LNP:     51.34%     16,550
ALP:     40.13%     12,935
============================================================
PREFERENCE FLOW FROM DISTRIBUTING: 2751 ONP
(There was a margin of 5,092 (15.4%) votes between ONP and ALP)
------------------------------------------------------------
ONP -> LNP:     70.12%     1,929
ONP -> ALP:     29.88%     822
------------------------------------------------------------
LNP:     57.32%     18,479
ALP:     42.68%     13,757
The winner is LNP with a margin of 2,361 (7.14%) votes over ALP
"
TOOWOOMBA SOUTH,"<br>============================================================<br>          DIVISION INFORMATION<br>------------------------------------------------------------<br>Division Name: TOOWOOMBA SOUTH<br>Winner: Liberal National Party of Queensland (David, JANETZKI)<br>Number of Candidates: 6<br>Number of Formal Votes: 33,440<br>Number of Informal Votes: 929 (2.78%)<br>============================================================<br>          PRIMARY VOTES<br>------------------------------------------------------------<br>ONP:     7.48%     2,502<br>GRN:     6.67%     2,232<br>UAP:     1.47%     490<br>LNP:     49.91%     16,689<br>IND:     1.7%     570<br>ALP:     29.99%     10,028<br>============================================================<br>     THREE PARTY PREFERED VOTES<br>------------------------------------------------------------<br>ONP:     8.78%     2,854<br>GRN:     7.42%     2,413<br>LNP:     52.25%     16,988<br>ALP:     31.55%     10,256<br>============================================================<br>          PREFERENCE FLOWS<br>============================================================<br>PREFERENCE FLOW FROM DISTRIBUTING: 2413 GRN<br>(There was a margin of 220 (0.66%) votes between GRN and ONP)<br>------------------------------------------------------------<br>GRN -> ONP:     13.55%     327<br>GRN -> LNP:     18.94%     457<br>GRN -> ALP:     67.51%     1,629<br>ONP:     9.78%     3,181<br>LNP:     53.66%     17,445<br>ALP:     36.56%     11,885<br>============================================================<br>PREFERENCE FLOW FROM DISTRIBUTING: 3181 ONP<br>(There was a margin of 4,352 (13.01%) votes between ONP and ALP)<br>------------------------------------------------------------<br>ONP -> LNP:     67.09%     2,134<br>ONP -> ALP:     32.91%     1,047<br>------------------------------------------------------------<br>LNP:     60.22%     19,579<br>ALP:     39.78%     12,932<br>The winner is LNP with a margin of 3,323 (9.94%) votes over ALP<br>","
============================================================
          DIVISION INFORMATION
------------------------------------------------------------
Division Name: TOOWOOMBA SOUTH
Winner: Liberal National Party of Queensland (David, JANETZKI)
Number of Candidates: 6
Number of Formal Votes: 33,440
Number of Informal Votes: 929 (2.78%)
============================================================
          PRIMARY VOTES
------------------------------------------------------------
ONP:     7.48%     2,502
GRN:     6.67%     2,232
UAP:     1.47%     490
LNP:     49.91%     16,689
IND:     1.7%     570
ALP:     29.99%     10,028
============================================================
     THREE PARTY PREFERED VOTES
------------------------------------------------------------
ONP:     8.78%     2,854
GRN:     7.42%     2,413
LNP:     52.25%     16,988
ALP:     31.55%     10,256
============================================================
          PREFERENCE FLOWS
============================================================
PREFERENCE FLOW FROM DISTRIBUTING: 2413 GRN
(There was a margin of 220 (0.66%) votes between GRN and ONP)
------------------------------------------------------------
GRN -> ONP:     13.55%     327
GRN -> LNP:     18.94%     457
GRN -> ALP:     67.51%     1,629
ONP:     9.78%     3,181
LNP:     53.66%     17,445
ALP:     36.56%     11,885
============================================================
PREFERENCE FLOW FROM DISTRIBUTING: 3181 ONP
(There was a margin of 4,352 (13.01%) votes between ONP and ALP)
------------------------------------------------------------
ONP -> LNP:     67.09%     2,134
ONP -> ALP:     32.91%     1,047
------------------------------------------------------------
LNP:     60.22%     19,579
ALP:     39.78%     12,932
The winner is LNP with a margin of 3,323 (9.94%) votes over ALP
"
